UK;Artist;Title;SalonDate;SalonNumber;MedalClass;Genre;Technique;Format (WxL);CurrentLocation
230;Saal, Georg;Scène de voyage en Laponie pendant l’hiver, par une aurore boréale;1866;1711;Unique medal;Landscape;;;
2424;Sain, Édouard;Fouilles à Pompeï;1866;1714;Unique medal;Genre Painting;Oil on canvas;172cm x 120cm;Paris, musée d'Orsay
2425;Sain, Édouard;Kiarella (Capri);1866;1715;Unique medal;Genre Painting;;;
2428;Sain, Édouard;La tortue;1875;1774;3rd class medal;Genre Painting;;;
2426;Sain, Édouard;L’enfant endormi;1875;1775;3rd class medal;Genre Painting;;;
2427;Sain, Édouard;"Maccaroni di sposalizio ; repas de noce chez un paysan de Capri (Italie)";1875;1776;3rd class medal;Genre Painting;;;
2429;Saintin, Jules;Carmella;1866;1720;Unique medal;Genre Painting;;;
2430;Saintin, Jules;Marthe;1866;1721;Unique medal;Portrait;;;
2432;Saintin, Jules;"Portrait de S. A. I. Mme la princesse Mathilde ; dessin";1866;2556;Unique medal;Portrait;Drawing;;
2431;Saintin, Jules;"Portrait de Mlle Edile Riquier, sociétaire de la Comédie Française ; dessin";1866;2557;Unique medal;Portrait;Drawing;;
2434;Saintin, Jules;Indécision;1870;2533;Unique medal;Genre Painting;;;
2433;Saintin, Jules;Déception;1870;2534;Unique medal;Genre Painting;;;
2436;Saintin, Jules;"Portrait de Mme E. B... ; pastel";1870;4063;Unique medal;Portrait;Pastel;;
2435;Saintin, Jules;"Portrait de Mlle Pauline D... ; pastel";1870;4064;Unique medal;Portrait;Pastel;;
2437;Saint-Pierre, Gaston;Amour riant de ses coups;1868;2225;Unique medal;History Painting;;;Châteauroux, musée
2438;Saint-Pierre, Gaston;Cache-cache;1868;2226;Unique medal;Genre Painting;;;
2439;Saint-Pierre, Gaston;"La sieste ; souvenir d'Alger";1879;2675;2nd class medal;Genre Painting;;250cm x 190cm;
2440;Saint-Pierre, Gaston;Portrait de Mme C. V. R…;1879;2676;2nd class medal;Portrait;;;
233;Salmson, Hugo;Une arrestation dans un village de Picardie;1879;2687;3rd class medal;Genre Painting;;;
232;Salmson, Hugo;Dans les champs;1879;2688;3rd class medal;Genre Painting;;;
1375;Sarazin de Belmont, Louise-Joséphine;Vue du Forum le matin;1861;2802;Rappel of 1st class medal;Landscape;Oil on canvas;82cm x 60cm;Tours, musée des beaux-arts
1376;Sarazin de Belmont, Louise-Joséphine;Vue du Forum le soir;1861;2803;Rappel of 1st class medal;Landscape;Oil on canvas;82cm x 60cm;Tours, musée des beaux-arts
1374;Sarazin de Belmont, Louise-Joséphine;Vue de Rome prise de Monte-Mario;1861;2804;Rappel of 1st class medal;Landscape;;;
1373;Sarazin de Belmont, Louise-Joséphine;Vue de la cathédrale d’Orvieto;1861;2805;Rappel of 1st class medal;Landscape;;;
1377;Sarazin de Belmont, Louise-Joséphine;Vue du lac d’Albano, près Rome;1861;2806;Rappel of 1st class medal;Landscape;;;
1371;Sarazin de Belmont, Louise-Joséphine;"Camaldules attardés ; paysage";1861;2807;Rappel of 1st class medal;Landscape;;;
1372;Sarazin de Belmont, Louise-Joséphine;"Saint Mathieu ; paysage";1861;2808;Rappel of 1st class medal;Landscape;;;
2441;Sautai, Paul-Émile;"La prison de Subiaco ; Etats-Pontificaux";1870;2569;Unique medal;Genre Painting;Oil on canvas;62cm x 94cm;Paris, musée d'Orsay
2442;Sautai, Paul-Émile;Pèlerins devant la chapelle San Pietro in Carcere, ancienne prison Mamertine, à Rome;1870;2570;Unique medal;Genre Painting;;;
2443;Sautai, Paul-Émile;"La veille d’une exécution capitale ; souvenir de Rome";1875;1805;2nd class medal;Genre Painting;Oil on canvas;134cm x 90cm;
235;Schenck, August;Le réveil;1865;1941;Unique medal;Genre Painting;;;
234;Schenck, August;Le ratelier;1865;1942;Unique medal;Genre Painting;;;
2445;Schneider, Félicie;Portrait de Mms E. S…;1870;2598;Unique medal;Portrait;;;
2444;Schneider, Félicie;Portrait de Mlle Jeanne H…;1870;2599;Unique medal;Portrait;;;
237;Schreyer, Adolf;Chevaux de cosaques irréguliers, par un temps de neige;1864;1761;Unique medal;Genre Painting;Oil on canvas;300cm x 194cm;Bordeaux, musée des beaux-arts
236;Schreyer, Adolf;Arabe en chasse;1864;1762;Unique medal;Genre Painting;;;
238;Schreyer, Adolf;Charge de l’artillerie de la garde impériale, à Traktir en Crimée, le 16 août 1855;1865;1965;Unique medal;Genre Painting;Oil on canvas;429cm x 202cm;Paris, musée d'Orsay
240;Schreyer, Adolf;Un haras en Valachie;1867;1393;Unique medal;Genre Painting;;;
239;Schreyer, Adolf;Abandonnée !;1867;1394;Unique medal;Genre Painting;;;
2453;Schutzenberger, Louis;Terpsychores;1861;2848;2nd class medal;History Painting;Oil on canvas;200cm x 114cm;Paris, musée du Louvre
2452;Schutzenberger, Louis;Marie Stuart en Ecosse;1861;2849;2nd class medal;Genre Painting;;;
2450;Schutzenberger, Louis;Lièvre se dérobant dans les genêts, souvenir de chasse;1861;2850;2nd class medal;Genre Painting;;;
2449;Schutzenberger, Louis;Le procès-verbal;1861;2851;2nd class medal;Genre Painting;;;
2448;Schutzenberger, Louis;Idylle allemande;1861;2852;2nd class medal;Genre Painting;;;
2447;Schutzenberger, Louis;Braconnier à l’affût;1861;2853;2nd class medal;Genre Painting;;;
2451;Schutzenberger, Louis;Marée basse, souvenir de Bretagne;1861;2854;2nd class medal;Landscape;;;
2454;Schutzenberger, Louis;La Marciala, marche de nuit en Italie;1863;1710;Rappel of 2nd class medal;Genre Painting;;;
2455;Schutzenberger, Louis;Le jugement de Pâris;1863;1711;Rappel of 2nd class medal;History Painting;;;
2456;Schutzenberger, Louis;Tête de saint Jean;1863;1712;Rappel of 2nd class medal;History Painting;;;
2446;Schutzenberger, Louis;Parabole des vierges folles et des vierges sages(Saint Mathieu, chapitre 25, versets 10 et 11);1850-1851;2781;3rd class medal;History Painting;;;
1378;Sebron, Hippolyte;Grande mosquée de Cordoue;1848;4120;Rappel of 2nd class medal;Landscape;;;
1379;Sebron, Hippolyte;La Ronda;1848;4121;Rappel of 2nd class medal;Landscape;;;
1381;Ségé, Alexandre;L’orme de Vaumadeu (Côtes-du-Nord);1869;2180;Unique medal;Landscape;;;
1380;Ségé, Alexandre;La crevasse de Karoual, (Côtes-du-Nord);1869;2181;Unique medal;Landscape;;;
1383;Ségé, Alexandre;Les pins de Pledhéliac (Côtes-du-Nord);1873;1351;2nd class medal;Landscape;Oil on canvas;202cm x 134cm;Rennes, musée des beaux-arts
1382;Ségé, Alexandre;Au Righi (Suisse);1873;1352;2nd class medal;Landscape;;;
2457;Sellier, Charles;La mort de Léandre;1865;1980;Unique medal;History Painting;;;
2458;Sellier, Charles;Un jeune prisonnier gaulois, condamné à mourir de faim dans le Tullianum, promet un sacrifice à Bacchus s’il réussit à s’échapper de sa prison;1865;1981;Unique medal;History Painting;;;
2460;Sellier, Charles;Portrait de Mme de M. de D…;1872;1413;2nd class medal;Portrait;;;
2459;Sellier, Charles;Néréide;1872;1414;2nd class medal;History Painting;;;
2461;Servin, Amédée;Le chemin des prés, à Villiers;1867;1413;Unique medal;Landscape;;;
2462;Servin, Amédée;Une forge au repos, à Villiers;1867;1414;Unique medal;Landscape;;;
2463;Servin, Amédée;"""Le puits de mon charcutier"" ; intérieur";1869;2195;Unique medal;Landscape;Oil on canvas;72cm x 100cm;
2464;Servin, Amédée;Départ pour le parc;1869;2196;Unique medal;Genre Painting;;;
2465;Servin, Amédée;Le moulin Balé, à Villiers-sur-Morin;1872;1418;2nd class medal;Landscape;Oil on canvas;150cm x 127cm;Marseille, musée des beaux-arts
241;Sohn, Wilhelm;La consultation;1867;1427;Unique medal;Genre Painting;;;
2469;Sorieul, Jean;"Le drapeau du 91e à la courtine de Malakoff ; prise de Sébastopol";1863;1734;Rappel of 3rd class medal;History Painting;;;
2468;Sorieul, Jean;L’orpheline (épisode de Waterloo);1850-1851;2832;3rd class medal;Genre Painting;;;
2466;Sorieul, Jean;Cavalier du temps de Louis XIII;1850-1851;2833;3rd class medal;Genre Painting;;;
2467;Sorieul, Jean;Combat de Quiberon (1795);1850-1851;2834;3rd class medal;History Painting;;;Le Mans, musée de Tessé
2470;Soyer, Paul;"Forgerons ; intérieur";1870;2666;Unique medal;Genre Painting;;;Creusot, musée Rolin
1385;Steinheil, Louis;Une jeune mère;1848;4175;2nd class medal;Genre Painting;;;
1384;Steinheil, Louis;Le matin;1848;4176;2nd class medal;Genre Painting;;;
244;Stevens, Alfred;Le matin du mercredi des Cendres;1853;1079;3rd class medal;Genre Painting;Oil on canvas;149cm x 116cm;Marseille, musée des beaux-arts
243;Stevens, Alfred;Des bourgeois et des manants trouvent, au point du jour, le corps d’un seigneur de la cour assassiné par des guisards;1853;1080;3rd class medal;Genre Painting;;;
242;Stevens, Alfred;Découragement;1853;1081;3rd class medal;Genre Painting;;;
245;Stevens, Joseph;"Un métier de chien ; souvenir des rues de Bruxelles";1852;1170;2nd class medal;Genre Painting;Oil on canvas;322cm x 203cm;Rouen, musée des beaux-arts
250;Stevens, Joseph;L’intérieur du saltimbanque;1857;2494;Rappel of 2nd class medal;Genre Painting;;;
248;Stevens, Joseph;Le chien et la mouche;1857;2495;Rappel of 2nd class medal;Genre Painting;Oil on canvas;93cm x 74cm;Bruxelles, Palais des beaux-arts
246;Stevens, Joseph;Le chien de la douairière;1857;2496;Rappel of 2nd class medal;Genre Painting;;;
247;Stevens, Joseph;Distrait de son travail;1857;2497;Rappel of 2nd class medal;Genre Painting;;;
249;Stevens, Joseph;Le repos;1857;2498;Rappel of 2nd class medal;Genre Painting;;;
1388;Sturel, Octavie;"Fruits, raisins et pommes ; pastel";1853;1086;3rd class medal;Still Life;Pastel;;
1387;Sturel, Octavie;"Bouquet de roses trémières ; id. [Pastel]";1853;1087;3rd class medal;Still Life;Pastel;;Paris, musée du Louvre
1386;Sturel, Octavie;"Bouquet de pivoines en arbre et iris ; id. [Pastel]";1853;1088;3rd class medal;Still Life;Pastel;;Metz, musée des beaux-arts
2471;Sylvestre, Joseph;La mort de Sénèque;1875;1863;2nd class medal;History Painting;Oil on canvas;215cm x 257cm;Béziers, musée des beaux-arts
2472;Sylvestre, Joseph;Locuste essaye en présence de Néron, le poison préparé pour Britannicus;1876;1921;1st class medal;History Painting;Oil on canvas;265cm x 380cm;Amiens, musée de Picardie
1390;Tabar, Léopold;Le marché de Sarragosse (Espagne);1867;1438;Unique medal;Landscape;;;
1389;Tabar, Léopold;Un soir à Venise;1867;1439;Unique medal;Landscape;;;Béziers, musée des beaux-arts
1395;Tassaert, Octave;La tentation de saint Antoine;1849;1872;1st class medal;History Painting;;;
1396;Tassaert, Octave;Les deux mères;1849;1873;1st class medal;Genre Painting;;;
1391;Tassaert, Octave;Famille malheureuse;1849;1874;1st class medal;Genre Painting;Oil on canvas;96cm x 132cm;Paris, musée d'Orsay
1394;Tassaert, Octave;La cuisine du peintre;1849;1875;1st class medal;Genre Painting;;;
1392;Tassaert, Octave;Intérieur d’atelier;1849;1876;1st class medal;Genre Painting;;;
1393;Tassaert, Octave;Jeune fille dans une forêt;1849;1877;1st class medal;Genre Painting;;;
2637;Thévenin, Rosalie;"Instituteur et élève ; pastel";1849;1893;3rd class medal;Genre Painting;Pastel;;
2638;Thévenin, Rosalie;"Portrait d’enfant ; idem [pastel]";1849;1894;3rd class medal;Portrait;Pastel;;
2636;Thévenin, Rosalie;"Idem [Portrait] de M. S... ; idem [pastel]";1849;1895;3rd class medal;Portrait;Pastel;;
2639;Thévenin, Rosalie;Portrait de M. l’abbé Jacquet, aumônier de l’institution Favard;1859;2826;Rappel of 3rd class medal;Portrait;;;
2642;Thévenin, Rosalie;"Portrait de Mme F... ; pastel";1859;2827;Rappel of 3rd class medal;Portrait;Pastel;;
2640;Thévenin, Rosalie;"Portrait de Mlle H... ; pastel";1859;2828;Rappel of 3rd class medal;Portrait;Pastel;;
2641;Thévenin, Rosalie;"Portrait de Mlle P... ; pastel";1859;2829;Rappel of 3rd class medal;Portrait;Pastel;;
2643;Thévenin, Rosalie;Portrait de Mme C. C…;1861;2934;Rappel of 3rd class medal;Portrait;;;
2473;Thirion, Eugène;Saint Vincent, martyr;1866;1830;Unique medal;History Painting;;;
2475;Thirion, Eugène;"Saint Paul ; premier ermite, et Saint-Antoine";1868;2368;Unique medal;History Painting;;;Paris, musée d'Orsay
2474;Thirion, Eugène;Portrait de Mme ***;1868;2369;Unique medal;Portrait;;;
2476;Thirion, Eugène;Saint-Severin distribuant des aumônes;1869;2249;Unique medal;History Painting;;;Missing
2477;Thirion, Eugène;Portrait de Mme C.B…;1869;2250;Unique medal;Portrait;;;
252;Thoren, Otto von;Voleurs de chevaux;1865;2197;Unique medal;Genre Painting;;;
251;Thoren, Otto von;"Voleurs de boeufs ; races de Hongrie";1865;2198;Unique medal;Genre Painting;;;
1401;Thuillier, Pierre;Vue prise à Elbiar, près Alger;1848;4263;Rappel of 1st class medal;Landscape;;;Amiens
1398;Thuillier, Pierre;La vallée du Gapeau (Provence);1848;4264;Rappel of 1st class medal;Landscape;;;
1402;Thuillier, Pierre;Vue prise dans les montagnes de Provence;1848;4265;Rappel of 1st class medal;Landscape;;;
1400;Thuillier, Pierre;Les rochers d'Espaly, près Le Puy-en-Velay (Haute-Loire);1848;4266;Rappel of 1st class medal;Landscape;;;
1399;Thuillier, Pierre;"Le ravin ; vue prise en Provence";1848;4267;Rappel of 1st class medal;Landscape;;;
1397;Thuillier, Pierre;"La source ; vue prise dans les montagnes du Val";1848;4268;Rappel of 1st class medal;Landscape;;;
2479;Timbal, Louis-Charles;Le Christ porté au tombeau;1848;4272;2nd class medal;History Painting;;;
2478;Timbal, Louis-Charles;La Vierge et la Madeleine au pied de la croix;1848;4273;2nd class medal;History Painting;;;
2480;Timbal, Louis-Charles;La Vierge au pied de la croix;1857;2538;Rappel of 2nd class medal;History Painting;;;Joigny, égglise St Jean
2482;Timbal, Louis-Charles;Saint Jean l’évangéliste prêchant à Ephèse;1857;2539;Rappel of 2nd class medal;History Painting;;;
2483;Timbal, Louis-Charles;Savonarole;1857;2540;Rappel of 2nd class medal;Genre Painting;;;
2481;Timbal, Louis-Charles;Portrait de M. Ad. F…;1857;2541;Rappel of 2nd class medal;Portrait;;;
2485;Timbal, Louis-Charles;Les funérailles;1859;2855;Rappel of 2nd class medal;Genre Painting;;;
2484;Timbal, Louis-Charles;La messe au grand autel, à Saint-Pierre de Rome;1859;2856;Rappel of 2nd class medal;Genre Painting;;;
2486;Timbal, Louis-Charles;L’Eglise triomphante;1859;2857;Rappel of 2nd class medal;History Painting;;;Pierreffite, église
2487;Timbal, Louis-Charles;Portrait de la comtesse d’O..., fondatrice des monastères des Orphelines de Marie en France, en Angleterre et aux Antilles;1859;2858;Rappel of 2nd class medal;Portrait;;;
2489;Timbal, Louis-Charles;Portrait de Mme A. G...;1859;2859;Rappel of 2nd class medal;Portrait;;;
2488;Timbal, Louis-Charles;Portrait de M. Ch. Levêque;1859;2860;Rappel of 2nd class medal;Portrait;;;
2493;Timbal, Louis-Charles;Un sermon de sainte Rose de Viterbe;1861;2960;1st class medal;History Painting;;;
2490;Timbal, Louis-Charles;L’étude;1861;2961;1st class medal;Genre Painting;;;Beauvais, musée départemental de l'Oise
2492;Timbal, Louis-Charles;Un sculpteur florentin;1861;2962;1st class medal;Genre Painting;;;
2491;Timbal, Louis-Charles;Portrait de M. Ch…;1861;2963;1st class medal;Portrait;;;
1404;Tissier, Ange;Portrait de Mme H…;1848;4277;Rappel of 2nd class medal;Portrait;;;
1403;Tissier, Ange;Idem [Portrait] de Mme de P…;1848;4278;Rappel of 2nd class medal;Portrait;;;
1409;Tissier, Ange;Une Algérienne et son esclave;1861;2964;Rappel of 2nd class medal;Genre Painting;Oil on canvas;98cm x 130cm;Paris, musée du quai Branly
1405;Tissier, Ange;Portrait de femme;1861;2965;Rappel of 2nd class medal;Portrait;;;
1406;Tissier, Ange;Portrait de femme;1861;2966;Rappel of 2nd class medal;Portrait;;;
1407;Tissier, Ange;Portrait de jeune fille;1861;2967;Rappel of 2nd class medal;Portrait;;;
1408;Tissier, Ange;Portrait d’enfant;1861;2968;Rappel of 2nd class medal;Portrait;;;
2494;Tissot, James;Jeune femme dans une église;1866;1841;Unique medal;Genre Painting;;;
2495;Tissot, James;Le confessionnal;1866;1842;Unique medal;Genre Painting;Oil on canvas;54cm x 74cm;
2497;Torrents, Stanislas;Le mort;1875;1893;3rd class medal;Genre Painting;;;Marseille, musée des beaux-arts
2496;Torrents, Stanislas;Jeune fille;1875;1894;3rd class medal;Genre Painting;;;
2498;Toudouze, Édouard;"Clytemnestre ; le meurtre d’Agamemnon";1876;1957;3rd class medal;History Painting;;;
2499;Toudouze, Édouard;La femme de Loth;1877;2041;2nd class medal;History Painting;;;
2501;Toulmouche, Auguste;Joseph et la femme de Putiphar;1852;1200;3rd class medal;History Painting;;;
2500;Toulmouche, Auguste;Jeune fille;1852;1201;3rd class medal;Genre Painting;;;
2503;Toulmouche, Auguste;La prière;1859;2880;Rappel of 3rd class medal;Genre Painting;Oil on canvas;48cm x 59cm;
2502;Toulmouche, Auguste;La leçon;1859;2881;Rappel of 3rd class medal;Genre Painting;Oil on canvas;44cm x 56cm;
2504;Toulmouche, Auguste;Le château de cartes;1859;2882;Rappel of 3rd class medal;Genre Painting;;;
2507;Toulmouche, Auguste;Le premier chagrin;1861;2977;2nd class medal;Genre Painting;;;
2508;Toulmouche, Auguste;Le sommeil;1861;2978;2nd class medal;Genre Painting;;;
2505;Toulmouche, Auguste;La montre;1861;2979;2nd class medal;Genre Painting;;;
2506;Toulmouche, Auguste;Le billet;1861;2980;2nd class medal;Genre Painting;;;
2509;Toulmouche, Auguste;Portrait de la petite B…;1861;2981;2nd class medal;Portrait;;;
2510;Toulmouche, Auguste;Portrait de la petite B…;1861;2982;2nd class medal;Portrait;;;
1411;Tourny, Joseph;"Jérémie, d’après Michel-Ange ; aquarelle";1861;2989;3rd class medal;History Painting;Watercolour;;
1425;Tourny, Joseph;"Zacharie, d’après Michel-Ange ; aquarelle";1861;2990;3rd class medal;History Painting;Watercolour;;
1412;Tourny, Joseph;"Joel, d’après Michel-Ange ; aquarelle";1861;2991;3rd class medal;History Painting;Watercolour;;
1410;Tourny, Joseph;"Ezéchiel, d’après Michel-Ange ; aquarelle";1861;2992;3rd class medal;History Painting;Watercolour;;
1413;Tourny, Joseph;"La sibylle de Cumes, d’après Michel-Ange ; aquarelle";1861;2993;3rd class medal;Genre Painting;Watercolour;;
1414;Tourny, Joseph;"La sibylle de Delphes, d’après Michel-Ange ; aquarelle";1861;2994;3rd class medal;Genre Painting;Watercolour;;
1415;Tourny, Joseph;"La sibylle de Libye, d’après Michel-Ange ; aquarelle";1861;2995;3rd class medal;Genre Painting;Watercolour;;
1416;Tourny, Joseph;"La sibylle de Perse, d’après Michel-Ange ; aquarelle";1861;2996;3rd class medal;Genre Painting;Watercolour;;
1421;Tourny, Joseph;"Les sibylles de l’église Della Pace à Rome, d’après Raphaël ; aquarelle";1861;2997;3rd class medal;Genre Painting;Watercolour;;
